date,prodId,category,daily_sales_qty,currentQuantity,unitCost,incomingStock,lead_time_days,safety_stock
2025-12-25,ITM-004,Furniture,3,18,45,16,6,40
2025-12-25,ITM-003,Furniture,3,41,150,9,4,40
2025-12-25,ITM-005,Accessories,1,18,90,6,5,40
2025-12-25,ITM-010,Electronics,6,116,200,3,7,40
2025-12-25,ITM-001,Electronics,26,50,400,31,5,40
2025-12-25,ITM-007,Accessories,2,81,25,1,4,40
2025-12-25,ITM-006,Accessories,6,134,40,33,6,40
2025-12-26,ITM-008,Electronics,8,29,300,23,5,40
2025-12-26,ITM-003,Furniture,2,44,150,9,7,40
2025-12-26,ITM-002,Electronics,2,35,800,49,6,40
2025-12-26,ITM-005,Accessories,4,35,90,6,6,40
2025-12-26,ITM-010,Electronics,8,80,200,3,4,40
2025-12-26,ITM-007,Accessories,7,31,25,1,6,40
2025-12-27,ITM-008,Electronics,9,53,300,23,6,40
2025-12-27,ITM-004,Furniture,15,113,45,16,6,40
2025-12-27,ITM-003,Furniture,19,112,150,9,7,40
2025-12-27,ITM-005,Accessories,6,84,90,6,4,40
2025-12-27,ITM-010,Electronics,7,118,200,3,5,40
2025-12-27,ITM-001,Electronics,6,95,400,31,6,40
2025-12-27,ITM-009,Furniture,3,76,450,8,7,40
2025-12-27,ITM-007,Accessories,3,92,25,1,6,40
2025-12-27,ITM-006,Accessories,4,65,40,33,4,40
2025-12-28,ITM-008,Electronics,9,61,300,23,5,40
2025-12-28,ITM-004,Furniture,10,119,45,16,4,40
2025-12-28,ITM-003,Furniture,3,134,150,9,3,40
2025-12-28,ITM-002,Electronics,5,142,800,49,3,40
2025-12-28,ITM-005,Accessories,4,64,90,6,4,40
2025-12-28,ITM-010,Electronics,3,42,200,3,3,40
2025-12-28,ITM-001,Electronics,1,30,400,31,5,40
2025-12-28,ITM-009,Furniture,12,105,450,8,7,40
2025-12-28,ITM-007,Accessories,6,135,25,1,5,40
2025-12-28,ITM-006,Accessories,8,25,40,33,3,40
2025-12-29,ITM-008,Electronics,5,117,300,23,3,40
2025-12-29,ITM-004,Furniture,5,73,45,16,5,40
2025-12-29,ITM-003,Furniture,11,145,150,9,4,40
2025-12-29,ITM-002,Electronics,2,93,800,49,3,40
2025-12-29,ITM-005,Accessories,8,127,90,6,5,40
2025-12-29,ITM-010,Electronics,7,77,200,3,5,40
2025-12-29,ITM-001,Electronics,5,57,400,31,7,40
2025-12-29,ITM-009,Furniture,1,64,450,8,4,40
2025-12-29,ITM-007,Accessories,6,15,25,1,6,40
2025-12-29,ITM-006,Accessories,1,40,40,33,6,40
2025-12-30,ITM-004,Furniture,6,29,45,16,3,40
2025-12-30,ITM-003,Furniture,14,106,150,9,4,40
2025-12-30,ITM-002,Electronics,6,36,800,49,5,40
2025-12-30,ITM-005,Accessories,11,12,90,6,5,40
2025-12-30,ITM-010,Electronics,19,39,200,3,4,40
2025-12-30,ITM-001,Electronics,3,145,400,31,5,40
2025-12-30,ITM-007,Accessories,5,17,25,1,4,40
2025-12-30,ITM-006,Accessories,15,108,40,33,7,40
2025-12-31,ITM-003,Furniture,7,26,150,9,7,40
2025-12-31,ITM-002,Electronics,4,134,800,49,5,40
2025-12-31,ITM-005,Accessories,4,75,90,6,6,40
2025-12-31,ITM-010,Electronics,3,42,200,3,4,40
2025-12-31,ITM-001,Electronics,4,32,400,31,7,40
2025-12-31,ITM-009,Furniture,9,11,450,8,3,40
2025-12-31,ITM-007,Accessories,1,128,25,1,5,40
2025-12-31,ITM-006,Accessories,7,145,40,33,4,40
2026-01-01,ITM-008,Electronics,10,119,300,23,3,40
2026-01-01,ITM-004,Furniture,9,39,45,16,7,40
2026-01-01,ITM-003,Furniture,6,146,150,9,7,40
2026-01-01,ITM-002,Electronics,10,109,800,49,7,40
2026-01-01,ITM-005,Accessories,5,32,90,6,7,40
2026-01-01,ITM-010,Electronics,11,11,200,3,4,40
2026-01-01,ITM-001,Electronics,9,63,400,31,5,40
2026-01-01,ITM-009,Furniture,3,143,450,8,3,40
2026-01-01,ITM-007,Accessories,10,18,25,1,6,40
2026-01-01,ITM-006,Accessories,4,12,40,33,3,40
2026-01-02,ITM-004,Furniture,8,75,45,16,5,40
2026-01-02,ITM-003,Furniture,19,32,150,9,5,40
2026-01-02,ITM-005,Accessories,9,129,90,6,5,40
2026-01-02,ITM-010,Electronics,9,25,200,3,4,40
2026-01-02,ITM-001,Electronics,11,137,400,31,6,40
2026-01-02,ITM-009,Furniture,6,52,450,8,4,40
2026-01-02,ITM-007,Accessories,10,135,25,1,5,40
2026-01-02,ITM-006,Accessories,3,68,40,33,4,40
2026-01-03,ITM-008,Electronics,5,50,300,23,6,40
2026-01-03,ITM-004,Furniture,5,115,45,16,5,40
2026-01-03,ITM-003,Furniture,1,111,150,9,5,40
2026-01-03,ITM-002,Electronics,7,106,800,49,6,40
2026-01-03,ITM-010,Electronics,5,126,200,3,5,40
2026-01-03,ITM-001,Electronics,3,134,400,31,3,40
2026-01-03,ITM-007,Accessories,4,124,25,1,5,40
2026-01-03,ITM-006,Accessories,10,26,40,33,7,40
2026-01-04,ITM-008,Electronics,10,18,300,23,4,40
2026-01-04,ITM-004,Furniture,2,98,45,16,3,40
2026-01-04,ITM-003,Furniture,1,77,150,9,3,40
2026-01-04,ITM-002,Electronics,4,14,800,49,5,40
2026-01-04,ITM-010,Electronics,2,54,200,3,7,40
2026-01-04,ITM-001,Electronics,4,116,400,31,7,40
2026-01-04,ITM-009,Furniture,7,44,450,8,7,40
2026-01-04,ITM-007,Accessories,6,18,25,1,6,40
2026-01-04,ITM-006,Accessories,1,14,40,33,7,40
2026-01-05,ITM-008,Electronics,2,59,300,23,7,40
2026-01-05,ITM-004,Furniture,9,36,45,16,4,40
2026-01-05,ITM-003,Furniture,8,23,150,9,3,40
2026-01-05,ITM-010,Electronics,3,125,200,3,3,40
2026-01-05,ITM-001,Electronics,10,83,400,31,7,40
2026-01-05,ITM-009,Furniture,6,145,450,8,5,40
2026-01-05,ITM-007,Accessories,1,98,25,1,3,40
2026-01-06,ITM-008,Electronics,3,80,300,23,4,40
2026-01-06,ITM-004,Furniture,9,18,45,16,3,40
2026-01-06,ITM-003,Furniture,1,43,150,9,6,40
2026-01-06,ITM-002,Electronics,3,11,800,49,4,40
2026-01-06,ITM-005,Accessories,6,19,90,6,6,40
2026-01-06,ITM-010,Electronics,13,110,200,3,3,40
2026-01-06,ITM-001,Electronics,7,143,400,31,4,40
2026-01-06,ITM-006,Accessories,2,13,40,33,5,40
2026-01-07,ITM-008,Electronics,4,37,300,23,5,40
2026-01-07,ITM-004,Furniture,1,54,45,16,3,40
2026-01-07,ITM-003,Furniture,1,138,150,9,5,40
2026-01-07,ITM-002,Electronics,6,80,800,49,3,40
2026-01-07,ITM-005,Accessories,5,122,90,6,3,40
2026-01-07,ITM-010,Electronics,8,38,200,3,5,40
2026-01-07,ITM-001,Electronics,6,69,400,31,3,40
2026-01-07,ITM-009,Furniture,10,88,450,8,4,40
2026-01-07,ITM-007,Accessories,4,139,25,1,4,40
2026-01-07,ITM-006,Accessories,3,46,40,33,7,40
2026-01-08,ITM-008,Electronics,4,116,300,23,7,40
2026-01-08,ITM-004,Furniture,6,23,45,16,4,40
2026-01-08,ITM-003,Furniture,2,76,150,9,7,40
2026-01-08,ITM-005,Accessories,5,136,90,6,3,40
2026-01-08,ITM-010,Electronics,3,57,200,3,7,40
2026-01-08,ITM-007,Accessories,1,53,25,1,6,40
2026-01-08,ITM-006,Accessories,5,38,40,33,6,40
2026-01-09,ITM-008,Electronics,2,29,300,23,6,40
2026-01-09,ITM-004,Furniture,1,83,45,16,4,40
2026-01-09,ITM-003,Furniture,6,78,150,9,6,40
2026-01-09,ITM-002,Electronics,5,100,800,49,7,40
2026-01-09,ITM-005,Accessories,5,49,90,6,5,40
2026-01-09,ITM-009,Furniture,1,141,450,8,3,40
2026-01-09,ITM-007,Accessories,7,138,25,1,7,40
2026-01-09,ITM-006,Accessories,5,41,40,33,4,40
2026-01-10,ITM-008,Electronics,8,116,300,23,7,40
2026-01-10,ITM-004,Furniture,5,37,45,16,3,40
2026-01-10,ITM-003,Furniture,7,142,150,9,3,40
2026-01-10,ITM-005,Accessories,5,17,90,6,6,40
2026-01-10,ITM-010,Electronics,7,46,200,3,4,40
2026-01-10,ITM-001,Electronics,4,89,400,31,3,40
2026-01-10,ITM-009,Furniture,8,100,450,8,6,40
2026-01-10,ITM-007,Accessories,6,105,25,1,4,40
2026-01-10,ITM-006,Accessories,2,63,40,33,4,40
2026-01-11,ITM-004,Furniture,5,61,45,16,5,40
2026-01-11,ITM-010,Electronics,1,46,200,3,5,40
2026-01-11,ITM-007,Accessories,2,81,25,1,5,40
2026-01-12,ITM-008,Electronics,4,11,300,23,5,40
2026-01-12,ITM-004,Furniture,5,149,45,16,3,40
2026-01-12,ITM-003,Furniture,1,97,150,9,4,40
2026-01-12,ITM-005,Accessories,5,30,90,6,6,40
2026-01-12,ITM-001,Electronics,2,66,400,31,3,40
2026-01-12,ITM-009,Furniture,2,139,450,8,3,40
2026-01-12,ITM-007,Accessories,1,94,25,1,3,40
2026-01-12,ITM-006,Accessories,5,105,40,33,6,40
2026-01-13,ITM-008,Electronics,7,69,300,23,6,40
2026-01-13,ITM-004,Furniture,4,26,45,16,6,40
2026-01-13,ITM-003,Furniture,8,140,150,9,5,40
2026-01-13,ITM-002,Electronics,3,55,800,49,7,40
2026-01-13,ITM-005,Accessories,8,141,90,6,3,40
2026-01-13,ITM-010,Electronics,2,149,200,3,6,40
2026-01-13,ITM-001,Electronics,10,130,400,31,6,40
2026-01-13,ITM-007,Accessories,11,92,25,1,7,40
2026-01-13,ITM-006,Accessories,3,32,40,33,3,40
2026-01-14,ITM-008,Electronics,10,134,300,23,5,40
2026-01-14,ITM-004,Furniture,1,27,45,16,7,40
2026-01-14,ITM-003,Furniture,6,107,150,9,4,40
2026-01-14,ITM-002,Electronics,2,10,800,49,7,40
2026-01-14,ITM-005,Accessories,12,62,90,6,7,40
2026-01-14,ITM-010,Electronics,6,127,200,3,3,40
2026-01-14,ITM-001,Electronics,2,138,400,31,5,40
2026-01-14,ITM-009,Furniture,9,75,450,8,7,40
2026-01-14,ITM-007,Accessories,18,10,25,1,3,40
2026-01-14,ITM-006,Accessories,4,53,40,33,7,40
2026-01-15,ITM-008,Electronics,8,53,300,23,3,40
2026-01-15,ITM-004,Furniture,3,118,45,16,5,40
2026-01-15,ITM-003,Furniture,2,78,150,9,6,40
2026-01-15,ITM-002,Electronics,4,107,800,49,7,40
2026-01-15,ITM-005,Accessories,4,121,90,6,3,40
2026-01-15,ITM-001,Electronics,5,74,400,31,3,40
2026-01-15,ITM-009,Furniture,4,60,450,8,7,40
2026-01-15,ITM-007,Accessories,10,65,25,1,6,40
2026-01-16,ITM-008,Electronics,5,123,300,23,5,40
2026-01-16,ITM-004,Furniture,11,23,45,16,4,40
2026-01-16,ITM-003,Furniture,3,81,150,9,3,40
2026-01-16,ITM-002,Electronics,13,134,800,49,7,40
2026-01-16,ITM-005,Accessories,9,116,90,6,7,40
2026-01-16,ITM-010,Electronics,1,56,200,3,7,40
2026-01-16,ITM-001,Electronics,5,118,400,31,7,40
2026-01-16,ITM-009,Furniture,7,41,450,8,5,40
2026-01-16,ITM-007,Accessories,7,58,25,1,5,40
2026-01-16,ITM-006,Accessories,3,90,40,33,5,40
2026-01-17,ITM-003,Furniture,6,22,150,9,6,40
2026-01-17,ITM-002,Electronics,8,116,800,49,5,40
2026-01-17,ITM-005,Accessories,6,74,90,6,3,40
2026-01-17,ITM-010,Electronics,1,82,200,3,5,40
2026-01-17,ITM-001,Electronics,4,77,400,31,6,40
2026-01-17,ITM-009,Furniture,5,120,450,8,3,40
2026-01-18,ITM-008,Electronics,2,131,300,23,7,40
2026-01-18,ITM-004,Furniture,9,134,45,16,5,40
2026-01-18,ITM-003,Furniture,4,60,150,9,5,40
2026-01-18,ITM-002,Electronics,9,142,800,49,4,40
2026-01-18,ITM-005,Accessories,10,139,90,6,7,40
2026-01-18,ITM-009,Furniture,13,75,450,8,4,40
2026-01-18,ITM-007,Accessories,2,134,25,1,4,40
2026-01-19,ITM-008,Electronics,5,98,300,23,6,40
2026-01-19,ITM-004,Furniture,3,128,45,16,6,40
2026-01-19,ITM-003,Furniture,5,58,150,9,4,40
2026-01-19,ITM-005,Accessories,9,27,90,6,3,40
2026-01-19,ITM-010,Electronics,2,82,200,3,6,40
2026-01-19,ITM-007,Accessories,5,21,25,1,7,40
2026-01-20,ITM-008,Electronics,10,114,300,23,4,40
2026-01-20,ITM-004,Furniture,2,42,45,16,5,40
2026-01-20,ITM-003,Furniture,2,19,150,9,6,40
2026-01-20,ITM-002,Electronics,3,119,800,49,5,40
2026-01-20,ITM-010,Electronics,5,39,200,3,6,40
2026-01-20,ITM-001,Electronics,3,74,400,31,4,40
2026-01-20,ITM-009,Furniture,6,70,450,8,5,40
2026-01-20,ITM-006,Accessories,9,105,40,33,6,40
2026-01-21,ITM-008,Electronics,22,142,300,23,6,40
2026-01-21,ITM-004,Furniture,11,70,45,16,4,40
2026-01-21,ITM-003,Furniture,10,17,150,9,7,40
2026-01-21,ITM-002,Electronics,1,70,800,49,7,40
2026-01-21,ITM-005,Accessories,8,58,90,6,3,40
2026-01-21,ITM-001,Electronics,4,81,400,31,3,40
2026-01-21,ITM-009,Furniture,4,94,450,8,7,40
2026-01-21,ITM-007,Accessories,3,23,25,1,6,40
2026-01-21,ITM-006,Accessories,5,11,40,33,4,40
2026-01-22,ITM-008,Electronics,11,68,300,23,5,40
2026-01-22,ITM-004,Furniture,4,99,45,16,5,40
2026-01-22,ITM-002,Electronics,12,56,800,49,3,40
2026-01-22,ITM-005,Accessories,9,65,90,6,7,40
2026-01-22,ITM-010,Electronics,4,86,200,3,5,40
2026-01-22,ITM-001,Electronics,2,136,400,31,3,40
2026-01-22,ITM-009,Furniture,4,22,450,8,6,40
2026-01-22,ITM-007,Accessories,8,132,25,1,4,40
2026-01-22,ITM-006,Accessories,7,36,40,33,4,40
2026-01-23,ITM-008,Electronics,10,144,300,23,6,40
2026-01-23,ITM-003,Furniture,7,97,150,9,3,40
2026-01-23,ITM-002,Electronics,1,49,800,49,3,40
2026-01-23,ITM-005,Accessories,6,20,90,6,7,40
2026-01-23,ITM-010,Electronics,6,19,200,3,5,40
2026-01-23,ITM-001,Electronics,2,40,400,31,6,40
2026-01-23,ITM-009,Furniture,12,125,450,8,4,40
2026-01-23,ITM-007,Accessories,5,98,25,1,4,40
2026-01-23,ITM-006,Accessories,19,21,40,33,4,40
2026-01-24,ITM-008,Electronics,10,18,300,23,3,40
2026-01-24,ITM-004,Furniture,12,25,45,16,7,40
2026-01-24,ITM-003,Furniture,10,96,150,9,4,40
2026-01-24,ITM-002,Electronics,1,148,800,49,4,40
2026-01-24,ITM-005,Accessories,4,48,90,6,3,40
2026-01-24,ITM-010,Electronics,5,142,200,3,7,40
2026-01-24,ITM-001,Electronics,7,141,400,31,7,40
2026-01-24,ITM-009,Furniture,7,107,450,8,3,40
2026-01-24,ITM-007,Accessories,4,101,25,1,4,40
2026-01-24,ITM-006,Accessories,6,53,40,33,4,40
2026-01-25,ITM-004,Furniture,2,146,45,16,7,40
2026-01-25,ITM-003,Furniture,7,130,150,9,6,40
2026-01-25,ITM-005,Accessories,2,62,90,6,7,40
2026-01-25,ITM-010,Electronics,5,87,200,3,4,40
2026-01-25,ITM-001,Electronics,2,52,400,31,4,40
2026-01-25,ITM-009,Furniture,4,146,450,8,6,40
2026-01-25,ITM-007,Accessories,11,72,25,1,7,40
2026-01-26,ITM-010,Electronics,2,96,200,3,6,40
2026-01-26,ITM-007,Accessories,5,136,25,1,6,40
2026-01-27,ITM-008,Electronics,6,94,300,23,3,40
2026-01-27,ITM-003,Furniture,4,57,150,9,4,40
2026-01-27,ITM-002,Electronics,9,39,800,49,4,40
2026-01-27,ITM-005,Accessories,8,126,90,6,6,40
2026-01-27,ITM-010,Electronics,3,39,200,3,7,40
2026-01-27,ITM-001,Electronics,10,82,400,31,4,40
2026-01-27,ITM-009,Furniture,7,111,450,8,7,40
2026-01-27,ITM-007,Accessories,2,14,25,1,4,40
2026-01-28,ITM-008,Electronics,14,74,300,23,7,40
2026-01-28,ITM-004,Furniture,2,138,45,16,7,40
2026-01-28,ITM-002,Electronics,7,137,800,49,6,40
2026-01-28,ITM-005,Accessories,10,128,90,6,5,40
2026-01-28,ITM-001,Electronics,1,143,400,31,3,40
2026-01-28,ITM-009,Furniture,7,60,450,8,3,40
2026-01-28,ITM-007,Accessories,1,80,25,1,7,40
2026-01-28,ITM-006,Accessories,4,103,40,33,7,40
2026-01-29,ITM-008,Electronics,12,41,300,23,4,40
2026-01-29,ITM-004,Furniture,4,27,45,16,4,40
2026-01-29,ITM-003,Furniture,8,133,150,9,3,40
2026-01-29,ITM-002,Electronics,5,107,800,49,7,40
2026-01-29,ITM-010,Electronics,6,65,200,3,5,40
2026-01-29,ITM-001,Electronics,13,97,400,31,4,40
2026-01-29,ITM-009,Furniture,1,144,450,8,3,40
2026-01-29,ITM-007,Accessories,4,13,25,1,7,40
2026-01-29,ITM-006,Accessories,12,122,40,33,5,40
2026-01-30,ITM-004,Furniture,3,148,45,16,7,40
2026-01-30,ITM-003,Furniture,2,136,150,9,3,40
2026-01-30,ITM-005,Accessories,4,106,90,6,4,40
2026-01-30,ITM-010,Electronics,4,31,200,3,4,40
2026-01-30,ITM-007,Accessories,3,15,25,1,4,40
2026-01-30,ITM-006,Accessories,3,82,40,33,4,40
2026-01-31,ITM-008,Electronics,5,83,300,23,5,40
2026-01-31,ITM-010,Electronics,1,79,200,3,5,40
2026-01-31,ITM-001,Electronics,1,141,400,31,5,40
2026-01-31,ITM-009,Furniture,2,47,450,8,4,40
2026-01-31,ITM-007,Accessories,5,95,25,1,6,40
2026-02-01,ITM-008,Electronics,5,120,300,23,3,40
2026-02-01,ITM-003,Furniture,9,104,150,9,3,40
2026-02-01,ITM-002,Electronics,4,110,800,49,3,40
2026-02-01,ITM-010,Electronics,3,59,200,3,4,40
2026-02-01,ITM-001,Electronics,3,53,400,31,3,40
2026-02-01,ITM-009,Furniture,1,113,450,8,6,40
2026-02-01,ITM-006,Accessories,9,103,40,33,6,40
2026-02-02,ITM-008,Electronics,12,74,300,23,6,40
2026-02-02,ITM-004,Furniture,3,104,45,16,5,40
2026-02-02,ITM-003,Furniture,4,92,150,9,5,40
2026-02-02,ITM-005,Accessories,1,92,90,6,5,40
2026-02-02,ITM-010,Electronics,11,89,200,3,6,40
2026-02-02,ITM-001,Electronics,3,82,400,31,7,40
2026-02-02,ITM-007,Accessories,2,69,25,1,3,40
2026-02-03,ITM-008,Electronics,18,77,300,23,5,40
2026-02-03,ITM-004,Furniture,3,144,45,16,3,40
2026-02-03,ITM-003,Furniture,4,71,150,9,6,40
2026-02-03,ITM-002,Electronics,2,40,800,49,4,40
2026-02-03,ITM-005,Accessories,12,90,90,6,4,40
2026-02-03,ITM-010,Electronics,17,62,200,3,6,40
2026-02-03,ITM-009,Furniture,11,52,450,8,6,40
2026-02-03,ITM-007,Accessories,8,23,25,1,3,40
2026-02-03,ITM-006,Accessories,8,128,40,33,7,40
2026-02-04,ITM-008,Electronics,5,49,300,23,3,40
2026-02-04,ITM-004,Furniture,23,53,45,16,6,40
2026-02-04,ITM-002,Electronics,3,11,800,49,5,40
2026-02-04,ITM-005,Accessories,4,141,90,6,3,40
2026-02-04,ITM-010,Electronics,5,54,200,3,4,40
2026-02-04,ITM-001,Electronics,8,35,400,31,4,40
2026-02-04,ITM-007,Accessories,5,112,25,1,4,40
2026-02-05,ITM-008,Electronics,17,53,300,23,3,40
2026-02-05,ITM-004,Furniture,10,104,45,16,6,40
2026-02-05,ITM-003,Furniture,12,36,150,9,4,40
2026-02-05,ITM-002,Electronics,3,127,800,49,5,40
2026-02-05,ITM-005,Accessories,19,66,90,6,7,40
2026-02-05,ITM-010,Electronics,10,47,200,3,4,40
2026-02-05,ITM-001,Electronics,8,111,400,31,6,40
2026-02-05,ITM-009,Furniture,9,10,450,8,4,40
2026-02-05,ITM-007,Accessories,6,110,25,1,7,40
2026-02-05,ITM-006,Accessories,4,147,40,33,7,40
2026-02-06,ITM-004,Furniture,9,142,45,16,3,40
2026-02-06,ITM-003,Furniture,6,14,150,9,5,40
2026-02-06,ITM-002,Electronics,3,10,800,49,5,40
2026-02-06,ITM-005,Accessories,3,16,90,6,7,40
2026-02-06,ITM-010,Electronics,9,122,200,3,6,40
2026-02-06,ITM-001,Electronics,3,70,400,31,7,40
2026-02-06,ITM-007,Accessories,10,69,25,1,5,40
2026-02-06,ITM-006,Accessories,7,106,40,33,3,40
2026-02-07,ITM-008,Electronics,18,39,300,23,5,40
2026-02-07,ITM-004,Furniture,11,55,45,16,5,40
2026-02-07,ITM-003,Furniture,5,81,150,9,6,40
2026-02-07,ITM-002,Electronics,8,137,800,49,4,40
2026-02-07,ITM-005,Accessories,4,91,90,6,5,40
2026-02-07,ITM-001,Electronics,2,111,400,31,6,40
2026-02-07,ITM-007,Accessories,1,101,25,1,3,40
2026-02-07,ITM-006,Accessories,9,78,40,33,4,40
2026-02-08,ITM-008,Electronics,5,130,300,23,5,40
2026-02-08,ITM-003,Furniture,5,115,150,9,6,40
2026-02-08,ITM-007,Accessories,3,83,25,1,4,40
2026-02-09,ITM-008,Electronics,9,69,300,23,3,40
2026-02-09,ITM-004,Furniture,2,100,45,16,3,40
2026-02-09,ITM-002,Electronics,8,61,800,49,5,40
2026-02-09,ITM-005,Accessories,8,102,90,6,5,40
2026-02-09,ITM-001,Electronics,15,60,400,31,7,40
2026-02-09,ITM-006,Accessories,6,128,40,33,7,40
2026-02-10,ITM-008,Electronics,12,39,300,23,6,40
2026-02-10,ITM-004,Furniture,5,71,45,16,6,40
2026-02-10,ITM-003,Furniture,2,60,150,9,7,40
2026-02-10,ITM-002,Electronics,2,105,800,49,4,40
2026-02-10,ITM-005,Accessories,9,138,90,6,3,40
2026-02-10,ITM-010,Electronics,4,19,200,3,6,40
2026-02-10,ITM-001,Electronics,9,30,400,31,6,40
2026-02-10,ITM-009,Furniture,4,148,450,8,4,40
2026-02-10,ITM-007,Accessories,3,134,25,1,5,40
2026-02-10,ITM-006,Accessories,1,120,40,33,4,40
2026-02-11,ITM-008,Electronics,3,50,300,23,4,40
2026-02-11,ITM-003,Furniture,2,49,150,9,4,40
2026-02-11,ITM-005,Accessories,2,33,90,6,5,40
2026-02-11,ITM-010,Electronics,5,58,200,3,5,40
2026-02-11,ITM-001,Electronics,9,46,400,31,4,40
2026-02-11,ITM-009,Furniture,13,117,450,8,7,40
2026-02-11,ITM-006,Accessories,3,143,40,33,4,40
2026-02-12,ITM-008,Electronics,10,138,300,23,6,40
2026-02-12,ITM-004,Furniture,7,29,45,16,6,40
2026-02-12,ITM-002,Electronics,1,103,800,49,3,40
2026-02-12,ITM-005,Accessories,1,66,90,6,4,40
2026-02-12,ITM-010,Electronics,6,127,200,3,3,40
2026-02-12,ITM-001,Electronics,4,31,400,31,4,40
2026-02-12,ITM-009,Furniture,9,13,450,8,5,40
2026-02-13,ITM-008,Electronics,5,137,300,23,3,40
2026-02-13,ITM-004,Furniture,21,86,45,16,4,40
2026-02-13,ITM-002,Electronics,5,51,800,49,5,40
2026-02-13,ITM-005,Accessories,3,31,90,6,3,40
2026-02-13,ITM-010,Electronics,5,21,200,3,3,40
2026-02-13,ITM-001,Electronics,11,113,400,31,7,40
2026-02-13,ITM-009,Furniture,8,52,450,8,5,40
2026-02-13,ITM-007,Accessories,9,71,25,1,7,40
2026-02-13,ITM-006,Accessories,20,132,40,33,7,40
2026-02-14,ITM-004,Furniture,8,143,45,16,3,40
2026-02-14,ITM-002,Electronics,7,84,800,49,4,40
2026-02-14,ITM-010,Electronics,8,132,200,3,3,40
2026-02-14,ITM-001,Electronics,3,65,400,31,3,40
2026-02-14,ITM-009,Furniture,10,144,450,8,7,40
2026-02-14,ITM-007,Accessories,7,114,25,1,7,40
2026-02-14,ITM-006,Accessories,3,115,40,33,4,40
2026-02-15,ITM-008,Electronics,10,147,300,23,5,40
2026-02-15,ITM-004,Furniture,6,113,45,16,4,40
2026-02-15,ITM-003,Furniture,5,31,150,9,7,40
2026-02-15,ITM-005,Accessories,2,54,90,6,4,40
2026-02-15,ITM-010,Electronics,4,60,200,3,6,40
2026-02-15,ITM-007,Accessories,4,52,25,1,5,40
2026-02-16,ITM-004,Furniture,5,87,45,16,6,40
2026-02-16,ITM-003,Furniture,3,67,150,9,5,40
2026-02-16,ITM-002,Electronics,2,134,800,49,7,40
2026-02-16,ITM-005,Accessories,9,132,90,6,3,40
2026-02-16,ITM-001,Electronics,6,42,400,31,3,40
2026-02-16,ITM-007,Accessories,4,130,25,1,7,40
2026-02-16,ITM-006,Accessories,6,143,40,33,5,40
2026-02-17,ITM-004,Furniture,4,76,45,16,4,40
2026-02-17,ITM-003,Furniture,3,130,150,9,3,40
2026-02-17,ITM-001,Electronics,3,44,400,31,3,40
2026-02-17,ITM-009,Furniture,4,24,450,8,6,40
2026-02-18,ITM-008,Electronics,3,20,300,23,3,40
2026-02-18,ITM-004,Furniture,2,55,45,16,3,40
2026-02-18,ITM-003,Furniture,10,43,150,9,3,40
2026-02-18,ITM-002,Electronics,4,102,800,49,4,40
2026-02-18,ITM-005,Accessories,10,146,90,6,6,40
2026-02-18,ITM-010,Electronics,10,117,200,3,6,40
2026-02-18,ITM-001,Electronics,8,25,400,31,4,40
2026-02-18,ITM-009,Furniture,5,81,450,8,6,40
2026-02-18,ITM-007,Accessories,2,51,25,1,6,40
2026-02-19,ITM-008,Electronics,4,68,300,23,3,40
2026-02-19,ITM-003,Furniture,2,130,150,9,5,40
2026-02-19,ITM-002,Electronics,9,18,800,49,3,40
2026-02-19,ITM-010,Electronics,2,64,200,3,3,40
2026-02-19,ITM-001,Electronics,3,143,400,31,5,40
2026-02-19,ITM-009,Furniture,4,26,450,8,6,40
2026-02-19,ITM-007,Accessories,6,41,25,1,6,40
2026-02-19,ITM-006,Accessories,9,25,40,33,3,40
2026-02-20,ITM-008,Electronics,6,113,300,23,3,40
2026-02-20,ITM-004,Furniture,2,64,45,16,4,40
2026-02-20,ITM-003,Furniture,9,113,150,9,6,40
2026-02-20,ITM-002,Electronics,6,65,800,49,6,40
2026-02-20,ITM-010,Electronics,7,79,200,3,6,40
2026-02-20,ITM-001,Electronics,7,105,400,31,7,40
2026-02-20,ITM-009,Furniture,3,46,450,8,5,40
2026-02-20,ITM-007,Accessories,1,79,25,1,5,40
2026-02-20,ITM-006,Accessories,14,134,40,33,7,40
2026-02-21,ITM-008,Electronics,7,25,300,23,7,40
2026-02-21,ITM-004,Furniture,2,46,45,16,6,40
2026-02-21,ITM-003,Furniture,9,98,150,9,7,40
2026-02-21,ITM-002,Electronics,4,51,800,49,3,40
2026-02-21,ITM-005,Accessories,4,10,90,6,5,40
2026-02-21,ITM-010,Electronics,2,81,200,3,6,40
2026-02-21,ITM-001,Electronics,6,40,400,31,7,40
2026-02-21,ITM-009,Furniture,7,31,450,8,4,40
2026-02-21,ITM-007,Accessories,3,89,25,1,5,40
2026-02-21,ITM-006,Accessories,7,70,40,33,5,40
2026-02-22,ITM-008,Electronics,4,79,300,23,3,40
2026-02-22,ITM-003,Furniture,5,89,150,9,7,40
2026-02-22,ITM-005,Accessories,5,79,90,6,7,40
2026-02-22,ITM-001,Electronics,4,20,400,31,4,40
2026-02-22,ITM-007,Accessories,6,16,25,1,4,40
2026-02-22,ITM-006,Accessories,3,32,40,33,7,40
2026-02-23,ITM-008,Electronics,6,58,300,23,6,40
2026-02-23,ITM-004,Furniture,3,50,45,16,5,40
